Local Agent Code,Clearance No,Clearance Date,Clearance Charge,Manufacture Name,Exporter,Country,Invoice No,Invoice Date,Type of Consignment ,Date of Arrival ,MOH Registered ,MOH Reg. No,HS Code,Trade Name,Generic Name,Batch No,Dosage,Strength/Volume,Pack Size,Per Pack Quantity,Manufacture Date,Expiry Date,Shelf Life ,Institution (Distribution),Institution Qty,Unit,Unit Price,Total Price,Currency,Free Qty,Net Qty,Remarks
OPP,8600,02-10-2018,,Covalent Laboratories Pvt Ltd,Covalent Laboratories Pvt Ltd,India,1201200274,28-09-2018,Active Pharmaceutical Ingredient,,Y,,29419090,Cefixime,Cefixime,CFEN180301,,,,,Sep-18,Aug-21,36,0,150,Kg,169,25350,USD,0,150,
OPP,8601,02-10-2018,,Hetero Labs Limited (Unit 1),Hetero Labs Limited,India,SI3618121910,29-09-2018,Active Pharmaceutical Ingredient,,Y,,29349900,Levofloxacin,Levofloxacin,LF18080078,,,,,Aug-18,Jul-23,60,0,150,Kg,145,21750,USD,0,150,
OPP,8662,03-10-2018,,Industriale Chimica S.R.L,Chemo S.A,Switzerland,CS-18/09420,01-10-2018,Active Pharmaceutical Ingredient,,Y,,29372900,Drospirenone Micronized,Drospirenone Micronized,PR181524,,,,,Sep-18,Sep-22,49,0,6,Kg,8200,49200,USD,0,6,
OPP,8709,07-10-2018,,"Dow Chemical Co, USA",Colorcon,England,591561,01-10-2018,Pharmaceutical Excipient,,N,N,39123985,Hydroxypropyl Methylcellulose,Hydroxypropyl Methylcellulose,D011I88L04,,,,,Aug-18,Aug-23,61,0,25,Kg,34.35,858.75,EUR,0,25,
OPP,8710,07-10-2018,,Hetero Labs Limited (Unit VII),Hetero Labs Limited,India,SI3618223715,28-09-2018,Active Pharmaceutical Ingredient,,Y,,29333990,Omeprazole E.C.Pellets,Omeprazole E.C.Pellets,OMP0818091,,,,,Aug-18,Jul-21,36,0,750,Kg,13,9750,USD,0,750,
OPP,8730,08-10-2018,,Hetero Drugs Limited (Unit-1),Hetero Drugs Limited,India,SI3618121920,29-09-2018,Active Pharmaceutical Ingredient,,Y,,29333990,Amlodipine Besylate,Amlodipine Besylate,AL18060001,,,,,Jun-18,May-23,60,0,150,Kg,135,20250,USD,0,150,
OPP,8833,09-10-2018,,"FMC, Health and Nutrition",Signet Chemical Corporation Pvt Ltd,India,SE-1819-09-008,17-09-2018,Pharmaceutical Excipient,,N,N,39129090,Microcrystalline Cellulose,Microcrystalline Cellulose,61819C,,,,,May-18,May-22,49,0,500,Kg,7.15,3575,USD,0,500,
OPP,8834,09-10-2018,,JRS Pharma,JRS Pharma GMBH & CO.KG,Spain,21391281,01-10-2018,Pharmaceutical Excipient,,N,N,29171980,Sodium Stearyl Fumerate,Sodium Stearyl Fumerate,ARSSF02,,,,,Jun-18,Jun-21,37,0,20,Kg,192,3840,EUR,0,20,
OPP,8835,09-10-2018,,"JRS , Germany",Smit Export Pvt Ltd,India,SEPL-124/18-19,18-09-2018,Pharmaceutical Excipient,,N,N,39129090,Microcrystalline Cellulose,Microcrystalline Cellulose,5611281412,,,,,Mar-18,Sep-19,19,0,3000,Kg,6.7,20100,USD,0,3000,
OPP,8835,09-10-2018,,"JRS , Germany",Smit Export Pvt Ltd,India,SEPL-124/18-19,18-09-2018,Pharmaceutical Excipient,,N,N,28352500,Calcium Hydrogen Phosphate,Calcium Hydrogen Phosphate,611322,,,,,Feb-18,Feb-20,25,0,200,Kg,8,1600,USD,0,200,
OPP,8835,09-10-2018,,"JRS , Germany",Smit Export Pvt Ltd,India,SEPL-124/18-19,18-09-2018,Pharmaceutical Excipient,,N,N,29157090,Magnesium Stearate,Magnesium Stearate,C839269,,,,,Jun-18,Jun-22,49,0,80,Kg,9.45,756,USD,0,80,
OPP,8835,09-10-2018,,"JRS , Germany",Smit Export Pvt Ltd,India,SEPL-124/18-19,18-09-2018,Pharmaceutical Excipient,,N,N,34021100,Sodium Lauryl Sulphate,Sodium Lauryl Sulphate,AMSLS01,,,,,Aug-18,Jul-20,24,0,300,Kg,4.5,1350,USD,0,300,
OPP,8915,14-10-2018,,"United Farmer & Industry Co.Ltd, Thailand",Emad Trade House,UAE,IMP-806/5-18,02-10-2018,Pharmaceutical Excipient,,N,N,17019911,Refined Sugar,Refined Sugar,30718,,,,,Jul-18,Jul-20,24,0,5000,Kg,0.675,3375,USD,0,5000,
OPP,8998,16-10-2018,,Medichem Manufacturing Ltd,Tiefenbacher,Germany,VR19-900154,10-10-2018,Active Pharmaceutical Ingredient,,Y,,29349990,Rivaroxaban,Rivaroxaban,F-180073,,,,,Sep-18,Sep-23,60,0,18,Kg,3195.876,57525.77,EUR,0,18,
OPP,9013,17-10-2018,,Symbiotica Speciality Ingredients SDN.BHD,Symbiotica Speciality Ingredients SDN.BHD,Malaysia,I 18/0838,12-10-2018,Active Pharmaceutical Ingredient,,Y,,29372200,Betamethasone Dipropionate,Betamethasone Dipropionate,BDP 204/0218,,,,,Feb-18,Jan-23,60,0,1.5,Kg,2200,3300,USD,0,1.5,
OPP,9013,17-10-2018,,Symbiotica Speciality Ingredients SDN.BHD,Symbiotica Speciality Ingredients SDN.BHD,Malaysia,I 18/0838,12-10-2018,Active Pharmaceutical Ingredient,,Y,,29372200,Betamethasone Valerate,Betamethasone Valerate,BV 001/0818,,,,,Aug-18,Jul-23,60,0,2.5,Kg,2200,5500,USD,0,2.5,
OPP,9013,17-10-2018,,Symbiotica Speciality Ingredients SDN.BHD,Symbiotica Speciality Ingredients SDN.BHD,Malaysia,I 18/0838,12-10-2018,Active Pharmaceutical Ingredient,,Y,,29372200,Mometasine Furoate,Mometasine Furoate,MOM 003/0818,,,,,Aug-18,Jul-23,60,0,5,Kg,2550,12750,USD,0,5,
OPP,9014,17-10-2018,,Hetero Labs Limited (EOU),Hetero Labs Limited,India,SI3618224017,11-10-2018,Finished Products,,Y,,30049099,Oseltamivir Phosphate 75,Oseltamivir 75MG Caps,E181680A,,,,,Jul-18,Jun-23,60,0,72000,Pcs,0.41,29520,USD,0,72000,
OPP,9204,22-10-2018,,Roquette,Signet Chemical Corporation Pvt Ltd,India,SE-1819-10-001,01-10-2018,Pharmaceutical Excipient,,N,N,11081200,Maize Starch B,Maize Starch B,E1186,,,,,Apr-18,Apr-23,61,0,1000,Kg,1.65,1650,USD,0,1000,
OPP,9205,22-10-2018,,"Microcellulose Weibenbom GmbH & Co, Germany",JRS Pharma GMBH & CO.KG,Spain,21391625,16-10-2018,Pharmaceutical Excipient,,N,N,47042900,Arbocel P 290,Powdered Cellulose,74817180415,,,,,Apr-18,Apr-21,37,0,20,Kg,8.5,170,EUR,0,20,
OPP,9206,22-10-2018,,M.B Sugars 7 Pharmaceuticals Ltd,M.B Sugars 7 Pharmaceuticals Ltd,India,E-0025,02-10-2018,Pharmaceutical Excipient,,N,N,17011490,Sucrose,Sucrose,MB-18/0594/09,,,,,Sep-18,Aug-23,60,0,2000,Kg,1.724,3448,USD,0,2000,
OPP,9255,22-10-2018,,Indoco Remedies Ltd,Indoco Remedies Ltd,India,API/EX/110/18-19,20-09-2018,Active Pharmaceutical Ingredient,,Y,,29334900,Allopurinol,Allopurinol,ALP-18032/01,,,,,Apr-18,Mar-23,60,0,500,Kg,55.5,27750,USD,0,500,
OPP,9331,28-10-2018,,Raj Petro Specialities Pvt Ltd,Raj Petro Specialities Pvt Ltd,India,1750002974,06-10-2018,Pharmaceutical Excipient,,N,N,27101990,Liquid Paraffin,Liquid Paraffin,2000180009,,,,,Oct-18,Oct-22,48,0,1900,Kg,1.08,2052,USD,0,1900,
OPP,9331,28-10-2018,,Raj Petro Specialities Pvt Ltd,Raj Petro Specialities Pvt Ltd,India,1750002974,06-10-2018,Pharmaceutical Excipient,,N,N,27121090,White Soft Paraffin,White Soft Paraffin,2000180002,,,,,Oct-18,Oct-22,48,0,4760,Kg,1.395,6640.2,USD,0,4760,
OPP,9332,28-10-2018,,"BASF SE, Germany",Obegi Chemicals LLC,UAE,6648,17-10-2018,Pharmaceutical Excipient,,N,N,,Vitamin E,Vitamin E,14822697V0,,,,,Jun-18,Jun-21,36,0,5,Kg,525,2625,AED,0,5,
OPP,9333,28-10-2018,,Avesta Pharma Pvt Ltd,Avesta Pharma Pvt Ltd,India,EXP/AV-42/18-19,02-10-2018,Pharmaceutical Excipient,,N,N,34042000,Macrogol-400,Macrogol-400,AP0318802,,,,,Jul-18,Jun-19,12,0,230,Kg,3,690,USD,0,230,
OPP,9334,28-10-2018,,Sicor Societa' Italiana Corticosterodi S.R.L,HELM AG,Hamburg,1036057,18-10-2018,Active Pharmaceutical Ingredient,,Y,,29372900,Drospirenone,Drospirenone,9037MO01216R,,,,,Nov-16,Nov-21,60,0,1,Kg,11,11,EUR,0,1,
OPP,9334,28-10-2018,,Sicor Societa' Italiana Corticosterodi S.R.L,HELM AG,Hamburg,1036057,18-10-2018,Active Pharmaceutical Ingredient,,Y,,29372900,Drospirenone,Drospirenone,9037MO01316R,,,,,Nov-16,Nov-21,60,0,5.63,Kg,11,61.93,EUR,0,5.63,
OPP,9334,28-10-2018,,Sicor Societa' Italiana Corticosterodi S.R.L,HELM AG,Hamburg,1036057,18-10-2018,Active Pharmaceutical Ingredient,,Y,,29372900,Drospirenone,Drospirenone,9037MO01416R,,,,,Nov-16,Nov-21,60,0,3.815,Kg,11,41.965,EUR,0,3.815,
OPP,9334,28-10-2018,,Sicor Societa' Italiana Corticosterodi S.R.L,HELM AG,Hamburg,1036057,18-10-2018,Active Pharmaceutical Ingredient,,Y,,29372900,Drospirenone,Drospirenone,9037MO01516R,,,,,Nov-16,Nov-21,60,0,4.775,Kg,11,52.525,EUR,0,4.775,
OPP,9334,28-10-2018,,Sicor Societa' Italiana Corticosterodi S.R.L,HELM AG,Hamburg,1036057,18-10-2018,Active Pharmaceutical Ingredient,,Y,,29372900,Drospirenone,Drospirenone,9037MO01616R,,,,,Nov-16,Nov-21,60,0,5.185,Kg,11,57.035,EUR,0,5.185,
OPP,9334,28-10-2018,,Sicor Societa' Italiana Corticosterodi S.R.L,HELM AG,Hamburg,1036057,18-10-2018,Active Pharmaceutical Ingredient,,Y,,29372900,Drospirenone,Drospirenone,9037MO01916R,,,,,Nov-16,Nov-21,60,0,5.335,Kg,11,58.685,EUR,0,5.335,
OPP,9334,28-10-2018,,Sicor Societa' Italiana Corticosterodi S.R.L,HELM AG,Hamburg,1036057,18-10-2018,Active Pharmaceutical Ingredient,,Y,,29372900,Drospirenone,Drospirenone,9037MO02016R,,,,,Nov-16,Nov-21,60,0,4.58,Kg,11,50.38,EUR,0,4.58,
OPP,9427,29-10-2018,,Colorcon Ltd,Colorcon,England,592686,24-10-2018,Pharmaceutical Excipient,,N,N,32064970,Opadry II Pink,Opadry II Pink,DT679721,,,,,Oct-18,Oct-20,24,0,10,Kg,42.09,420.9,EUR,0,10,
OPP,9477,30-10-2018,,Symega Food Ingredients Ltd,Raj Petro Specialities Pvt Ltd,India,EXP/025/2018-19,11-10-2018,Pharmaceutical Excipient,,N,N,33021010,Rasberry Flavour,Rasberry Flavour,183139,,,,,Oct-18,Oct-20,24,0,200,Kg,5.5,1100,USD,0,200,
OPP,9477,30-10-2018,,Symega Food Ingredients Ltd,Raj Petro Specialities Pvt Ltd,India,EXP/025/2018-19,11-10-2018,Pharmaceutical Excipient,,N,N,33021010,Pineapple Spray Dried Flavour,Pineapple Spray Dried Flavour,183071,,,,,Oct-18,Oct-19,12,0,100,Kg,17.6,1760,USD,0,100,
OPP,7622,04-09-2018,,Jubilant Life Sciences Limited,Jubilant Generics Limited,India,21029001354,29-08-2018,Active Pharmaceutical Ingredient,,Y,,29415000,Azithromycin,Azithromycin,AZD1805115,,,,,May-18,Apr-22,48,0,60,Kg,260,15600,USD,0,60,
OPP,7623,04-09-2018,,Symega Foods Ingredients Ltd,Symega Foods Ingredients Ltd,India,EXP/019/2018-19,13-08-2018,Pharmaceutical Excipient,,N,N,33021010,Raspberry Flavour,Raspberry Flavour,182341,,,,,Aug-18,Aug-20,25,0,300,Kg,5.5,1650,USD,0,300,
OPP,7623,04-09-2018,,Symega Foods Ingredients Ltd,Symega Foods Ingredients Ltd,India,EXP/019/2018-19,13-08-2018,Pharmaceutical Excipient,,N,N,33021010,Vanilla Flavour,Raspberry Flavour,182342,,,,,Aug-18,Aug-20,25,0,125,Kg,4.5,562.5,USD,0,125,
OPP,7623,04-09-2018,,Symega Foods Ingredients Ltd,Symega Foods Ingredients Ltd,India,EXP/019/2018-19,13-08-2018,Pharmaceutical Excipient,,N,N,33021010,Pineapple Spray Dried Flavour,Pineapple Spray Dried Flavour,182318,,,,,Aug-18,Aug-20,25,0,100,Kg,17.6,1760,USD,0,100,
OPP,7624,04-09-2018,,Roquette,Signet Chemical Corporation Pvt Ltd,India,SE-18919-08-018,13-08-2018,Pharmaceutical Excipient,,N,N,38249990,Lycasin 75/75,Maltotol Solution,E929P,,,,,May-18,May-23,61,0,3300,Kg,2.57,8481,USD,0,3300,
OPP,7625,04-09-2018,,Raj petro Specialities Pvt Ltd,Raj petro Specialities Pvt Ltd,India,1750002743,21-08-2018,Pharmaceutical Excipient,,N,N,27101990,Rajol-WP80 Light Liquid,Paraffin/Light Mineral Oil,2000180001,,,,,,,,0,1520,Kg,1.08,1641.6,USD,0,1520,
OPP,7625,04-09-2018,,Raj petro Specialities Pvt Ltd,Raj petro Specialities Pvt Ltd,India,1750002743,21-08-2018,Pharmaceutical Excipient,,N,N,27121090,Rajell-WP7AE3 White petroleum Jelly,White Soft Paraffin,2000180006,,,,,,,,0,2720,Kg,1.395,3794.4,USD,0,2720,
OPP,7626,04-09-2018,,Avesta Pharma Pvt Ltd,Avesta Pharma Pvt Ltd,India,EXP/APPL-28/18-19,23-08-2018,Pharmaceutical Excipient,,N,N,34042000,Macrogol-400,Raspberry Flavour,AP0318002,,,,,Jul-18,Jun-19,12,0,230,Kg,2.47,568.1,USD,0,230,
OPP,7786,10-09-2018,,Ashland Industries Europe GmbH,Ashland Industries Europe GmbH,Switzerland,943108051,10-09-2018,Pharmaceutical Excipient,,N,N,39123920,Hydroxypropyl Cellulose,Hydroxypropyl Cellulose,189030,,,,,Aug-18,Aug-21,37,0,45.36,Kg,53.38,2421.32,EUR,0,45.36,
OPP,7787,10-09-2018,,Colorcon Ltd,Colorcon Ltd,England,590192,04-09-2018,Pharmaceutical Excipient,,N,N,32061900,Tabcoat TC White,Tabcoat TC White,DT678257,,,,,Aug-18,Aug-20,25,0,300,Kg,19.7,5910,EUR,0,300,
OPP,7788,10-09-2018,,KHG General Trading(fze),KHG General Trading(fze),UAE,18-0166,18-08-2018,Pharmaceutical Excipient,,N,N,29053200,Mono Propylene Glycol MPG,Mono Propylene Glycol MPG,F820I6SPD1,,,,,Jun-18,Jun-20,25,0,8600,Kg,7.4,63640,AED,0,8600,
OPP,7789,10-09-2018,,Jubilant Generics Limited,Jubilant Generics Limited,India,2.10219E+11,29-08-2018,Active Pharmaceutical Ingredient,,Y,,29415000,Azithromycin,Azithromycin,AZD1805115,,,,,May-18,Apr-22,48,0,60,Kg,260,15600,USD,0,60,
OPP,7790,10-09-2018,,Synthokem Labs Pvt Ltd,Synthokem Labs Pvt Ltd,India,EXP-U1:053/18-19,07-09-2018,Active Pharmaceutical Ingredient,,Y,,29095090,Guafenesin,Guafenesin,A/GGE/173/08/2018,,,,,Aug-18,Jul-23,60,0,250,Kg,17.5,4375,USD,0,250,
OPP,7842,10-09-2018,,Hetero Labs Limited (EOU),Hetero Labs Limited,India,SI3618223361,06-09-2018,Empty Capsules,,N,N,30049099,Oseltamivir Phosphate 75MG Capsule,Oseltamivir Phosphate 75MG Capsule,E181121A,,,,,May-18,Apr-23,60,0,55000,Nos,0.41,22550,USD,0,55000,
OPP,7843,10-09-2018,,Hetero Labs Limited (EOU),Hetero Labs Limited,India,SI3618223360,06-09-2018,Empty Capsules,,N,N,30049099,Oseltamivir Phosphate 75MG Capsule,Oseltamivir Phosphate 75MG Capsule,E181121A,,,,,May-18,Apr-23,60,0,12000,Nos,0.41,4920,USD,0,12000,
OPP,7882,12-09-2018,,Ercros SA,Ercros SA,Spain,76003287,30-08-2018,Active Pharmaceutical Ingredient,,Y,,30039000,Fusidic Acid Micronised,Fusidic Acid Micronised,FS876-M,,,,,Aug-18,Aug-21,37,0,20,Kg,755,15100,USD,0,20,
OPP,7883,12-09-2018,,Bal Pharma Ltd,Bal Pharma Ltd,India,COM-237,31-08-2018,Active Pharmaceutical Ingredient,,Y,,29359090,Gliclazide,Raspberry Flavour,1.00152E+11,,,,,Aug-18,Jul-23,60,0,25,Kg,130,3250,USD,0,25,
OPP,7918,13-09-2018,,Wax Oil,Smit Export Pvt Ltd,India,SEPL-104/18-19,23-08-2018,Pharmaceutical Excipient,,N,N,34049039,Cetomacrogol Emulsifying Wax,Cetomacrogol Emulsifying Wax,ENN-048/18,,,,,Aug-18,Jul-23,60,0,750,Kg,3.75,2812.5,USD,0,750,
OPP,7918,13-09-2018,,Rasula,Smit Export Pvt Ltd,India,SEPL-104/18-19,23-08-2018,Pharmaceutical Excipient,,N,N,29182990,Methylhydroxybenzoate,Methylhydroxybenzoate,1808048M,,,,,Jul-18,Jun-23,60,0,100,Kg,8.5,850,USD,0,100,
OPP,7918,13-09-2018,,Amishi drugs & Chem,Smit Export Pvt Ltd,India,SEPL-104/18-19,23-08-2018,Pharmaceutical Excipient,,N,N,29420090,Sodium Starch Glycolate,Sodium Starch Glycolate,ASGP/07/180718,,,,,Jul-18,Jul-22,49,0,100,Kg,5.05,505,USD,0,100,
OPP,7918,13-09-2018,,Ganesh Benzo,Smit Export Pvt Ltd,India,SEPL-104/18-19,23-08-2018,Pharmaceutical Excipient,,N,N,29163140,Sodium Benzoate,Sodium Benzoate,ARSBE01,,,,,Aug-18,Jul-23,60,0,25,Kg,3.65,91.25,USD,0,25,
OPP,7918,13-09-2018,,Canton Lab,Smit Export Pvt Ltd,India,SEPL-104/18-19,23-08-2018,Pharmaceutical Excipient,,N,N,29152200,Sodium Acetate Trihydrate,Raspberry Flavour,17P0207,,,,,Oct-17,Sep-22,60,0,50,Kg,3.25,162.5,USD,0,50,
OPP,7918,13-09-2018,,Alvin ,Smit Export Pvt Ltd,India,SEPL-104/18-19,23-08-2018,Pharmaceutical Excipient,,N,N,32041200,Colour Caramel,Colour Caramel,AL/10044,,,,,May-18,Feb-23,60,0,70,Kg,2.55,178.5,USD,0,70,
OPP,7918,13-09-2018,,Canton Lab,Smit Export Pvt Ltd,India,SEPL-104/18-19,23-08-2018,Pharmaceutical Excipient,,N,N,28352990,Sodium Dihydrogen Phospate,Sodium Dihydrogen Phospate,18P0068,,,,,Mar-18,Feb-23,60,0,50,Kg,4.65,232.5,USD,0,50,
OPP,7918,13-09-2018,,Loba Chemie,Smit Export Pvt Ltd,India,SEPL-104/18-19,23-08-2018,Pharmaceutical Excipient,,N,N,29072990,Byutylated Hydroxy Toluene (BHT),Byutylated Hydroxy Toluene (BHT),L265591805,,,,,May-18,Apr-23,60,0,10,Kg,18,180,USD,0,10,
OPP,7918,13-09-2018,,"BASF, Germany",Smit Export Pvt Ltd,India,SEPL-104/18-19,23-08-2018,Pharmaceutical Excipient,,N,N,39059990,Povidone (K25),Raspberry Flavour,97212788Q0,,,,,Dec-17,Dec-21,49,0,25,Kg,31.5,787.5,USD,0,25,
OPP,7918,13-09-2018,,"BASF, Germany",Smit Export Pvt Ltd,India,SEPL-104/18-19,23-08-2018,Pharmaceutical Excipient,,N,N,29157020,Stearic Acid ,Stearic Acid ,17812758,,,,,Sep-17,Sep-19,25,0,50,Kg,9.85,492.5,USD,0,50,
OPP,7919,13-09-2018,,"FMC, Health and Nutrition",Signet Chemical Corporation Pvt Ltd,India,SE-18919-08-028,20-08-2018,Pharmaceutical Excipient,,N,N,39129090,Avicel PH-102,Microcrystalline Cellulose,71819C,,,,,May-18,May-22,48,0,300,Kg,7.35,2205,USD,0,300,
OPP,7920,13-09-2018,,Rasino Herbs Pvt Ltd,Rasino Herbs Pvt Ltd,India,E027/18-19,11-08-2018,Pharmaceutical Excipient,,N,N,28271000,Ammonuim Chloride,Ammonuim Chloride,NHP18092,,,,,Jun-18,May-23,60,0,750,Kg,1.25,937.5,USD,0,750,
OPP,7921,13-09-2018,,Aspen OSS B.V,HELM AG,Hamburg,1035130,30-08-2018,Active Pharmaceutical Ingredient,,Y,,29372300,Desogestrel,Desogestrel,L00046188,,,,,Aug-16,Aug-21,60,0,2000,Kg,70,140000,EUR,0,2000,
OPP,7922,13-09-2018,,USV Ltd,Tiefenbacher,Hamburg,VR19-900025,11-09-2018,Active Pharmaceutical Ingredient,,Y,,29252900,Metformin,Metformin,17032521,,,,,Aug-18,Jul-23,60,0,700,Kg,10.31,7217,USD,0,700,
OPP,7923,13-09-2018,,Hikal Limited,Hikal Limited,India,7.18191E+11,31-08-2018,Active Pharmaceutical Ingredient,,Y,,29224990,Gabapentin,Gabapentin,B71460618/005,,,,,Aug-18,Jul-21,36,0,931,Kg,47,43757,USD,0,931,
OPP,7923,13-09-2018,,Hikal Limited,Hikal Limited,India,7.18191E+11,31-08-2018,Active Pharmaceutical Ingredient,,Y,,29224990,Gabapentin,Gabapentin,B71460618/007,,,,,Aug-18,Jul-21,36,0,932,Kg,47,43804,USD,0,932,
OPP,7924,13-09-2018,,Colorcon Ltd,Colorcon Ltd,England,590227,05-09-2018,Pharmaceutical Excipient,,N,N,32061900,Opadry White,Raspberry Flavour,DT678440,,,,,Aug-18,Aug-20,25,0,10,Kg,47.01,470.1,EUR,0,10,
OPP,7924,13-09-2018,,Colorcon Ltd,Colorcon Ltd,England,590227,05-09-2018,Pharmaceutical Excipient,,N,N,32064970,Tabcoat TC Brown,Tabcoat TC Brown,DT678597,,,,,Aug-18,Aug-20,25,0,25,Kg,26.8,670,EUR,0,25,
OPP,7925,13-09-2018,,Zhe Jiang Huahau Pharmaceuticals Co Ltd,Zhe Jiang Huahau Pharmaceuticals Co Ltd,China,HH20182123,12-09-2018,Active Pharmaceutical Ingredient,,Y,,29339900,Candesartan Cilexetil,Candesartan Cilexetil,5253-18-031,,,,,Aug-18,Jul-21,36,0,60,Kg,520,31200,USD,0,60,
OPP,8048,18-09-2018,,Ashland Industries Europe GmbH,Ashland Industries Europe GmbH,Switzerland,943108051,10-09-2018,Pharmaceutical Excipient,,N,N,39123920,Hydroxypropyl Cellulose,Hydroxypropyl Cellulose,189030,,,,,Aug-18,Aug-21,36,0,45.36,Kg,53.38,2421.32,EUR,0,45.36,
OPP,8049,18-09-2018,,"BASF, Germany",Obegi Chemicals LLC,UAE,6592,10-09-2018,Pharmaceutical Excipient,,N,N,29332990,Sodium Lauryl Sulphate ,Sodium Lauryl Sulphate ,17241459,,,,,May-17,May-19,24,0,90,Kg,69,6210,AED,0,90,
OPP,8050,18-09-2018,,"BASF, Germany",Obegi Chemicals LLC,UAE,6594,10-09-2018,Pharmaceutical Excipient,,N,N,39059990,Kollidon VA 64 Fine,Kollidon VA 64 Fine,25551116K0,,,,,Apr-18,Apr-21,36,0,270,Kg,186.76,50425.2,AED,0,270,
OPP,8086,18-09-2018,,ACG FZE,ACG FZE,UAE,909600051,11-09-2018,Empty Capsules,,N,N,96020010,Empty hard gelatin capules,Empty hard gelatin capules,1150033622,,,,,Aug-18,Jul-23,60,0,5.84,MIL,2830,16527.2,USD,0,5.84,
OPP,8086,18-09-2018,,ACG FZE,ACG FZE,UAE,909600051,11-09-2018,Empty Capsules,,N,N,96020010,Empty hard gelatin capules,Empty hard gelatin capules,1150033920,,,,,Aug-18,Jul-23,60,0,0.675,MIL,2730,1842.75,USD,0,0.675,
OPP,8086,18-09-2018,,ACG FZE,ACG FZE,UAE,909600051,11-09-2018,Empty Capsules,,N,N,96020010,Empty hard gelatin capules,Empty hard gelatin capules,1150033823,,,,,Aug-18,Jul-23,60,0,4.725,MIL,2730,12899.25,USD,0,4.725,
OPP,8086,18-09-2018,,ACG FZE,ACG FZE,UAE,909600051,11-09-2018,Empty Capsules,,N,N,96020010,Empty hard gelatin capules,Empty hard gelatin capules,1150033912,,,,,Sep-18,Aug-23,60,0,1,MIL,2880,2880,USD,0,1,
OPP,8086,18-09-2018,,ACG FZE,ACG FZE,UAE,909600051,11-09-2018,Empty Capsules,,N,N,96020010,Empty hard gelatin capules,Empty hard gelatin capules,1150033824,,,,,Aug-18,Jul-23,60,0,0.875,MIL,2780,2432.5,USD,0,0.875,
OPP,8117,19-09-2018,,"Kerry Ingredients & Flavours, USA",Medist FZE,UAE,FM182811,11-09-2018,Pharmaceutical Excipient,,N,N,38249900,Sheffcoat Pink 1052,Sheffcoat Pink 1052,1320029465,,,,,Aug-18,Aug-19,13,0,25,Kg,75,1875,USD,0,25,
OPP,6721,01-08-2018,,DMV Fontera Excipients GmbH & Co,DFE Pharma,Germany,9004267867,28-07-2018,Pharmaceutical Excipient,,N,N,17021100,Lactose Monohydrate,Lactose Monohydrate,102JCX4,,,,,Apr-18,Mar-20,24,0,120,Kg,12.75,1530,USD,0,120,
OPP,6767,02-08-2018,,Orchid Pharma Limited,Orchid Pharma Limited,India,90018255,30-07-2018,Active Pharmaceutical Ingredient,,Y,,29419090,Cefuroxime Axetil DC,Cefuroxime Axetil DC,CAGE180003,,,,,Jun-18,May-21,36,0,315,Kg,158,49770,USD,0,315,
OPP,6767,02-08-2018,,Orchid Pharma Limited,Orchid Pharma Limited,India,90018255,30-07-2018,Active Pharmaceutical Ingredient,,Y,,29419090,Cefuroxime Axetil DC,Cefuroxime Axetil DC,CAGE180004,,,,,Jun-18,May-21,36,0,,Kg,158,,USD,0,,
OPP,6768,02-08-2018,,FDC Limited,FDC Limited,India,9510001598,27-07-2018,Active Pharmaceutical Ingredient,,Y,,29051420,Salbutamol Sulfate BP,Salbutamol Sulfate BP,2.80E+32,,,,,May-18,Apr-23,60,0,25,Kg,130,3250,USD,0,25,
OPP,6805,05-08-2018,,Savita Polymers Limited,Savita Polymers Limited,India,EXP/0104,02-08-2018,Pharmaceutical Excipient,,N,N,27121090,White Soft Paraffin BP,White Soft Paraffin BP,BP-99/06/18,,,,,Jun-18,May-21,36,0,1020,Kg,1.62,1652.4,USD,0,1020,
OPP,6806,05-08-2018,,Symega Foods Ingredients Ltd,Symega Foods Ingredients Ltd,India,EXP/014/2018-19,16-07-2018,Pharmaceutical Excipient,,N,N,33021010,Forest Fruit Flavour,Forest Fruit Flavour,182021,,,,,Jul-18,Jul-20,25,0,200,Kg,9,1800,USD,0,200,
OPP,6806,05-08-2018,,Symega Foods Ingredients Ltd,Symega Foods Ingredients Ltd,India,EXP/014/2018-19,16-07-2018,Pharmaceutical Excipient,,N,N,33021010,Pineapple Spray Dried Flavour,Pineapple Spray Dried Flavour,182133,,,,,Jul-18,Jul-19,13,0,125,Kg,17.6,2200,USD,0,125,
OPP,6806,05-08-2018,,Symega Foods Ingredients Ltd,Symega Foods Ingredients Ltd,India,EXP/014/2018-19,16-07-2018,Pharmaceutical Excipient,,N,N,33021010,Pineapple Spray Dried Flavour,Pineapple Spray Dried Flavour,181952,,,,,Jul-18,Jul-19,13,0,,Kg,17.6,,USD,0,,
OPP,6807,05-08-2018,,Roquette,Signet Chemcial Corporation Pvt Ltd,India,SE-1819-07-014,12-07-2018,Pharmaceutical Excipient,,N,N,11081200,Maize Starch B,Maize Starch B,E1154,,,,,Mar-18,Mar-23,61,0,4000,Kg,1.65,6600,USD,0,4000,
OPP,6808,05-08-2018,,Riocare India Pvt Ltd,Riocare India Pvt Ltd,India,EXP-053/2018-19,14-07-2018,Active Pharmaceutical Ingredient,,Y,,30039090,Simeticone BP-100%,Simeticone BP-100%,RFLX18/307,,,,,Jun-18,Jun-22,49,0,200,Kg,12,2400,USD,0,200,
